	Sample	GMHI_good	GMHI_bad	Frac_of_core_functions_among_all	Frac_of_core_functions_found	Species_found_together	Contributions_per_species
3979	SAMD00164866	1	12	0.4863636363636364	0.6331360946745562	0.1951219512195122	45.2
3980	SAMD00164867	0	6	0.47280334728033474	0.6686390532544378	0.07317073170731707	57.935483870967744
3981	SAMD00164868	0	9	0.41472868217054265	0.6331360946745562	0.04878048780487805	47.4054054054054
3982	SAMD00164869	0	8	0.5245098039215687	0.6331360946745562	0.4146341463414634	34.8448275862069
3983	SAMD00164870	0	6	0.38768115942028986	0.6331360946745562	0.1951219512195122	52.7
3984	SAMD00164871	0	4	0.5950920245398773	0.5739644970414202	0.2682926829268293	39.0
3985	SAMD00164872	1	10	0.525	0.621301775147929	0.04878048780487805	36.857142857142854
3986	SAMD00164873	1	9	0.4372623574144487	0.6804733727810651	0.04878048780487805	53.983870967741936
3987	SAMD00164874	0	3	0.5294117647058824	0.5857988165680473	0.0	57.8
3988	SAMD00164875	0	6	0.54	0.6390532544378699	0.4146341463414634	35.73913043478261
3989	SAMD00164876	1	4	0.5217391304347826	0.5680473372781065	0.36585365853658536	42.28813559322034
3990	SAMD00164877	0	5	0.6158536585365854	0.5976331360946746	0.2926829268292683	37.854166666666664
3991	SAMD00164878	1	2	0.5502958579881657	0.5502958579881657	0.5853658536585366	35.326530612244895
3992	SAMD00164879	1	2	0.5408163265306123	0.6272189349112426	0.5121951219512195	41.0
3993	SAMD00164880	0	13	0.481651376146789	0.621301775147929	0.0975609756097561	46.07692307692308
3994	SAMD00164881	0	5	0.538860103626943	0.6153846153846154	0.4146341463414634	37.46938775510204
3995	SAMD00164882	1	7	0.4646017699115044	0.621301775147929	0.3902439024390244	41.05
3996	SAMD00164883	0	3	0.5816993464052288	0.5266272189349113	0.3170731707317073	29.6
3997	SAMD00164884	1	10	0.46017699115044247	0.6153846153846154	0.5609756097560976	42.628571428571426
3998	SAMD00164885	0	10	0.5276381909547738	0.621301775147929	0.36585365853658536	38.57627118644068
3999	SAMD00164886	0	2	0.37545126353790614	0.6153846153846154	0.0	58.5
4000	SAMD00164887	1	7	0.47345132743362833	0.6331360946745562	0.4634146341463415	52.892857142857146
4001	SAMD00164888	1	9	0.546448087431694	0.591715976331361	0.4146341463414634	34.26086956521739
4002	SAMD00164889	0	19	0.46153846153846156	0.6390532544378699	0.4634146341463415	35.971014492753625
4003	SAMD00164890	2	8	0.51	0.6035502958579881	0.6341463414634146	34.86764705882353
4004	SAMD00164891	1	6	0.45901639344262296	0.6627218934911243	0.3170731707317073	54.82222222222222
4005	SAMD00164892	1	7	0.4829059829059829	0.6686390532544378	0.4634146341463415	46.90909090909091
4006	SAMD00164893	1	3	0.4423076923076923	0.6804733727810651	0.5121951219512195	50.875
4007	SAMD00164895	1	7	0.5217391304347826	0.6390532544378699	0.6341463414634146	37.83098591549296
4008	SAMD00164896	1	10	0.5124378109452736	0.6094674556213018	0.5609756097560976	37.87012987012987
4009	SAMD00164897	1	4	0.48695652173913045	0.6627218934911243	0.4634146341463415	53.46341463414634
4010	SAMD00164898	1	3	0.41923076923076924	0.6449704142011834	0.5609756097560976	40.09375
4011	SAMD00164899	0	10	0.4362934362934363	0.6686390532544378	0.0975609756097561	41.666666666666664
4012	SAMD00164900	0	5	0.5422885572139303	0.6449704142011834	0.4634146341463415	53.375
4013	SAMD00164901	0	2	0.5802469135802469	0.5562130177514792	0.4634146341463415	38.191489361702125
4014	SAMD00164902	0	6	0.5697674418604651	0.5798816568047337	0.3170731707317073	42.470588235294116
4015	SAMD00164903	1	6	0.5048543689320388	0.6153846153846154	0.34146341463414637	50.17777777777778
4016	SAMD00164904	0	7	0.5878378378378378	0.514792899408284	0.2682926829268293	44.588235294117645
4017	SAMD00164905	1	2	0.5755813953488372	0.5857988165680473	0.4146341463414634	41.69642857142857
4018	SAMD00164907	1	3	0.5433526011560693	0.5562130177514792	0.5121951219512195	44.15217391304348
4019	SAMD00164908	1	3	0.3710247349823322	0.621301775147929	0.3170731707317073	49.05555555555556
4020	SAMD00164909	0	11	0.5247524752475248	0.6272189349112426	0.36585365853658536	40.29090909090909
4021	SAMD00164910	0	10	0.432	0.6390532544378699	0.21951219512195122	52.08
4022	SAMD00164911	0	8	0.5868263473053892	0.5798816568047337	0.04878048780487805	37.142857142857146
4023	SAMD00164912	0	10	0.5567567567567567	0.6094674556213018	0.4634146341463415	49.255319148936174
4024	SAMD00164913	1	8	0.538860103626943	0.6153846153846154	0.5121951219512195	46.666666666666664
4025	SAMD00164914	0	4	0.53	0.6272189349112426	0.21951219512195122	37.51923076923077
4026	SAMD00164915	1	4	0.546875	0.621301775147929	0.6341463414634146	38.779411764705884
4027	SAMD00164916	1	10	0.49767441860465117	0.6331360946745562	0.4146341463414634	47.1578947368421
4028	SAMD00164917	0	6	0.5804597701149425	0.5976331360946746	0.36585365853658536	45.1219512195122
4029	SAMD00164918	1	9	0.5213270142180095	0.650887573964497	0.4146341463414634	40.767857142857146
4030	SAMD00164919	1	13	0.42231075697211157	0.6272189349112426	0.4634146341463415	45.285714285714285
4031	SAMD00164920	1	1	0.5181347150259067	0.591715976331361	0.3170731707317073	39.28378378378378
4032	SAMD00164921	1	5	0.4880382775119617	0.6035502958579881	0.5609756097560976	41.847457627118644
4033	SAMD00164922	0	3	0.4678111587982833	0.6449704142011834	0.17073170731707318	55.0
4034	SAMD00164923	1	10	0.48214285714285715	0.6390532544378699	0.5609756097560976	43.52173913043478
4035	SAMD00164924	1	6	0.38079470198675497	0.6804733727810651	0.4634146341463415	54.68181818181818
4036	SAMD00164925	1	10	0.5023696682464455	0.6272189349112426	0.34146341463414637	41.868852459016395
4037	SAMD00164926	0	5	0.5105263157894737	0.5739644970414202	0.0975609756097561	43.23809523809524
4038	SAMD00164927	0	6	0.5748502994011976	0.5680473372781065	0.5853658536585366	38.022222222222226
4039	SAMD00164928	0	8	0.517948717948718	0.5976331360946746	0.2682926829268293	44.43181818181818
4040	SAMD00164929	1	8	0.5384615384615384	0.621301775147929	0.5609756097560976	40.62686567164179
4041	SAMD00164930	1	5	0.5364583333333334	0.6094674556213018	0.36585365853658536	46.62903225806452
4042	SAMD00164931	2	6	0.4323308270676692	0.6804733727810651	0.5121951219512195	51.43835616438356
4043	SAMD00164932	0	7	0.4251968503937008	0.6390532544378699	0.0975609756097561	49.83018867924528
4044	SAMD00164933	0	5	0.5069767441860465	0.6449704142011834	0.04878048780487805	56.5625
4045	SAMD00164934	0	13	0.4	0.6627218934911243	0.21951219512195122	53.214285714285715
4046	SAMD00164935	1	12	0.48497854077253216	0.6686390532544378	0.4634146341463415	45.39393939393939
4047	SAMD00164936	1	6	0.5	0.6272189349112426	0.3170731707317073	41.88461538461539
4048	SAMD00164937	1	9	0.5421052631578948	0.6094674556213018	0.5121951219512195	38.421052631578945
4049	SAMD00164938	0	7	0.46218487394957986	0.650887573964497	0.5121951219512195	46.03508771929825
4050	SAMD00164939	1	5	0.5346534653465347	0.6390532544378699	0.1951219512195122	48.372093023255815
4051	SAMD00164940	1	6	0.5632183908045977	0.5798816568047337	0.2682926829268293	34.61538461538461
4052	SAMD00164941	1	6	0.5251396648044693	0.5562130177514792	0.36585365853658536	35.108695652173914
4053	SAMD00164942	1	7	0.41454545454545455	0.6745562130177515	0.5853658536585366	43.5
4054	SAMD00164943	0	4	0.48598130841121495	0.6153846153846154	0.3170731707317073	56.88
4055	SAMD00164944	1	5	0.4051094890510949	0.6568047337278107	0.4634146341463415	55.90909090909091
4056	SAMD00164945	0	9	0.4053030303030303	0.6331360946745562	0.0975609756097561	48.67857142857143
4057	SAMD00164946	0	8	0.5190476190476191	0.6449704142011834	0.2926829268292683	45.067796610169495
4058	SAMD00164947	0	6	0.5802469135802469	0.5562130177514792	0.1951219512195122	42.78947368421053
4059	SAMD00164948	1	9	0.3687707641196013	0.6568047337278107	0.4146341463414634	44.114754098360656
4060	SAMD00164949	0	10	0.5145631067961165	0.6272189349112426	0.36585365853658536	45.6140350877193
4061	SAMD00164950	0	12	0.40145985401459855	0.650887573964497	0.5121951219512195	47.527272727272724
4062	SAMD00164951	0	3	0.5783132530120482	0.5680473372781065	0.2682926829268293	36.90243902439025
4063	SAMD00164952	1	8	0.5097087378640777	0.621301775147929	0.2926829268292683	42.967213114754095
4064	SAMD00164953	1	6	0.520618556701031	0.5976331360946746	0.2682926829268293	52.35294117647059
4065	SAMD00164954	0	11	0.44664031620553357	0.6686390532544378	0.0	50.515151515151516
4066	SAMD00164955	1	11	0.45726495726495725	0.6331360946745562	0.5609756097560976	40.671052631578945
4067	SAMD00164956	0	7	0.5360824742268041	0.6153846153846154	0.14634146341463414	44.57446808510638
4068	SAMD00164957	0	11	0.5208333333333334	0.591715976331361	0.0	37.95
4069	SAMD00164958	0	11	0.4703389830508475	0.6568047337278107	0.17073170731707318	48.78947368421053
4070	SAMD00164959	0	6	0.43478260869565216	0.650887573964497	0.3170731707317073	41.604166666666664
4071	SAMD00164960	0	9	0.5309278350515464	0.6094674556213018	0.4634146341463415	43.97872340425532
4072	SAMD00164961	0	8	0.4975845410628019	0.6094674556213018	0.34146341463414637	39.246153846153845
4073	SAMD00164962	1	6	0.42066420664206644	0.6745562130177515	0.1951219512195122	56.483333333333334
4074	SAMD00164963	0	1	0.6081081081081081	0.5325443786982249	0.4146341463414634	32.0
4075	SAMD00164964	1	8	0.4583333333333333	0.650887573964497	0.04878048780487805	47.732142857142854
4076	SAMD00164965	0	8	0.47577092511013214	0.6390532544378699	0.17073170731707318	50.43103448275862
4077	SAMD00164966	1	1	0.52	0.5384615384615384	0.2682926829268293	26.095238095238095
4078	SAMD00164967	1	3	0.481651376146789	0.621301775147929	0.5609756097560976	36.4
4079	SAMD00164968	0	15	0.5046728971962616	0.6390532544378699	0.1951219512195122	42.06
4080	SAMD00164969	1	3	0.5323383084577115	0.6331360946745562	0.2682926829268293	52.38461538461539
4081	SAMD00164970	0	9	0.43089430894308944	0.6272189349112426	0.0	50.62068965517241
4082	SAMD00164971	0	8	0.5508021390374331	0.6094674556213018	0.36585365853658536	37.142857142857146
4083	SAMD00164972	0	5	0.5524861878453039	0.591715976331361	0.24390243902439024	47.214285714285715
4084	SAMD00164973	0	4	0.49760765550239233	0.6153846153846154	0.3170731707317073	42.63636363636363
4085	SAMD00164974	0	11	0.39655172413793105	0.6804733727810651	0.1951219512195122	62.69230769230769
4086	SAMD00164975	0	9	0.5425531914893617	0.6035502958579881	0.14634146341463414	42.91891891891892
4087	SAMD00164976	1	11	0.48878923766816146	0.6449704142011834	0.5853658536585366	40.53086419753087
4088	SAMD00164977	0	9	0.5172413793103449	0.621301775147929	0.43902439024390244	43.53846153846154
4089	SAMD00164978	0	6	0.4909090909090909	0.6390532544378699	0.1951219512195122	55.19512195121951
4090	SAMD00164979	0	8	0.48826291079812206	0.6153846153846154	0.36585365853658536	50.71666666666667
4091	SAMD00164980	0	9	0.5291005291005291	0.591715976331361	0.36585365853658536	39.43859649122807
4092	SAMD00164981	0	9	0.45454545454545453	0.650887573964497	0.2682926829268293	55.93478260869565
4093	SAMD00164982	1	6	0.5230769230769231	0.6035502958579881	0.4146341463414634	38.36206896551724
4094	SAMD00164983	0	11	0.3793103448275862	0.650887573964497	0.4634146341463415	40.984848484848484
4095	SAMD00164984	0	5	0.4139194139194139	0.6686390532544378	0.0	47.59375
4096	SAMD00164985	1	3	0.4505928853754941	0.6745562130177515	0.5609756097560976	56.413333333333334
4097	SAMD00164986	1	7	0.5092592592592593	0.650887573964497	0.3170731707317073	48.2962962962963
4098	SAMD00164987	1	13	0.44583333333333336	0.6331360946745562	0.6341463414634146	40.57608695652174
4099	SAMD00164988	0	6	0.5614035087719298	0.5680473372781065	0.1951219512195122	34.23913043478261
4100	SAMD00164989	0	5	0.56	0.4970414201183432	0.2682926829268293	38.38235294117647
4101	SAMD00164990	1	10	0.4043321299638989	0.6627218934911243	0.0	48.53191489361702
4102	SAMD00164991	0	9	0.3758620689655172	0.6449704142011834	0.14634146341463414	51.30769230769231
4103	SAMD00164992	1	9	0.533678756476684	0.6094674556213018	0.4146341463414634	43.21666666666667
4104	SAMD00164993	0	6	0.4885844748858447	0.6331360946745562	0.5121951219512195	40.38461538461539
4105	SAMD00164994	1	8	0.5520833333333334	0.6272189349112426	0.36585365853658536	40.71111111111111
4106	SAMD00164995	1	14	0.4925373134328358	0.5857988165680473	0.4146341463414634	43.23809523809524
4107	SAMD00164996	0	7	0.5245901639344263	0.5680473372781065	0.0975609756097561	44.08888888888889
4108	SAMD00164997	0	5	0.60431654676259	0.4970414201183432	0.04878048780487805	22.85
4109	SAMD00164998	1	9	0.4389312977099237	0.6804733727810651	0.36585365853658536	50.2
4110	SAMD00164999	1	9	0.5343137254901961	0.6449704142011834	0.36585365853658536	42.59322033898305
4111	SAMD00165000	0	5	0.4955357142857143	0.6568047337278107	0.2682926829268293	45.93181818181818
4112	SAMD00165001	0	9	0.5714285714285714	0.6153846153846154	0.4878048780487805	42.27272727272727
4113	SAMD00165002	1	2	0.5445026178010471	0.6153846153846154	0.3170731707317073	39.92307692307692
4114	SAMD00165003	1	13	0.48623853211009177	0.6272189349112426	0.5609756097560976	35.74285714285714
4115	SAMD00165004	1	7	0.5069124423963134	0.650887573964497	0.24390243902439024	50.745098039215684
4116	SAMD00165005	0	11	0.3593220338983051	0.6272189349112426	0.4146341463414634	54.09090909090909
4117	SAMD00165006	1	7	0.4279835390946502	0.6153846153846154	0.36585365853658536	41.724137931034484
4118	SAMD00165007	1	0	0.5722543352601156	0.5857988165680473	0.5609756097560976	32.97959183673469
4119	SAMD00165008	1	5	0.5	0.6094674556213018	0.1951219512195122	47.528301886792455
4120	SAMD00165009	0	4	0.47058823529411764	0.6627218934911243	0.04878048780487805	40.02777777777778
4121	SAMD00165010	0	3	0.5764705882352941	0.5798816568047337	0.4146341463414634	41.10204081632653
4122	SAMD00165011	1	1	0.5151515151515151	0.6035502958579881	0.5609756097560976	41.138888888888886
4123	SAMD00165012	1	7	0.47767857142857145	0.6331360946745562	0.6341463414634146	45.578947368421055
4124	SAMD00165014	1	11	0.4197080291970803	0.6804733727810651	0.14634146341463414	53.671875
4125	SAMD00165015	1	10	0.4470588235294118	0.6745562130177515	0.24390243902439024	45.78431372549019
4126	SAMD00165016	0	11	0.4909090909090909	0.6390532544378699	0.4146341463414634	44.5531914893617
4127	SAMD00165017	0	9	0.5555555555555556	0.591715976331361	0.36585365853658536	41.189655172413794
4128	SAMD00165018	0	17	0.47186147186147187	0.6449704142011834	0.36585365853658536	42.6140350877193
4129	SAMD00165019	1	1	0.5714285714285714	0.591715976331361	0.4634146341463415	30.5625
4130	SAMD00165020	0	9	0.519774011299435	0.5443786982248521	0.0	34.479166666666664
4131	SAMD00165021	1	6	0.5748502994011976	0.5680473372781065	0.4634146341463415	37.1764705882353
4132	SAMD00165022	1	4	0.5194174757281553	0.6331360946745562	0.4634146341463415	43.109375
4133	SAMD00165023	0	14	0.3957597173144876	0.6627218934911243	0.0975609756097561	57.3728813559322
4134	SAMD00165024	0	6	0.5355191256830601	0.5798816568047337	0.3170731707317073	45.906976744186046
4135	SAMD00165025	1	7	0.5071090047393365	0.6331360946745562	0.43902439024390244	49.07843137254902
4136	SAMD00165026	0	15	0.4977578475336323	0.6568047337278107	0.3170731707317073	35.25
4137	SAMD00165027	1	6	0.5091743119266054	0.6568047337278107	0.17073170731707318	48.43181818181818
4138	SAMD00165028	0	1	0.6086956521739131	0.33136094674556216	0.0	30.75
4139	SAMD00165029	0	8	0.5077720207253886	0.5798816568047337	0.36585365853658536	46.42307692307692
4140	SAMD00165030	0	6	0.5714285714285714	0.5680473372781065	0.36585365853658536	44.78
4141	SAMD00165031	0	4	0.4675324675324675	0.6390532544378699	0.0975609756097561	33.34615384615385
4142	SAMD00165032	1	5	0.5393258426966292	0.5680473372781065	0.14634146341463414	38.34090909090909
4143	SAMD00165033	0	4	0.41947565543071164	0.6627218934911243	0.0	62.76190476190476
4144	YEZ_N-48	0	2	0.4807692307692308	0.591715976331361	0.4146341463414634	53.95652173913044
4145	YEZ_N-47	1	0	0.3781818181818182	0.6153846153846154	0.2926829268292683	43.57142857142857
4146	YEZ_N-10	0	1	0.45147679324894513	0.6331360946745562	0.5609756097560976	39.319148936170215
4147	YEZ_N-9	0	3	0.5921052631578947	0.5325443786982249	0.14634146341463414	41.3
4148	YEZ_N-8	0	2	0.5674157303370787	0.5976331360946746	0.4634146341463415	43.5
4149	YEZ_N-1	0	3	0.5282051282051282	0.6094674556213018	0.5121951219512195	48.57692307692308
4150	YEZ_N-14	0	5	0.43373493975903615	0.6390532544378699	0.5121951219512195	47.59649122807018
4151	YEZ_N-13	0	2	0.4449152542372881	0.621301775147929	0.4634146341463415	39.24
4152	YEZ_N-12	0	2	0.4099616858237548	0.6331360946745562	0.4634146341463415	50.74285714285714
4153	YEZ_N-11	1	0	0.6103896103896104	0.5562130177514792	0.5121951219512195	38.09375
4154	YEZ_N-15	0	2	0.6073619631901841	0.5857988165680473	0.5121951219512195	45.75
4155	YEZ_N-2	0	6	0.5126903553299492	0.5976331360946746	0.4146341463414634	46.457142857142856
4156	YEZ_N-17	1	2	0.4625	0.6568047337278107	0.5609756097560976	54.523809523809526
4157	YEZ_N-16	0	4	0.5	0.650887573964497	0.5121951219512195	46.8
4158	YEZ_N-19	0	1	0.5974025974025974	0.5443786982248521	0.2926829268292683	31.26923076923077
4159	YEZ_N-18	1	3	0.391304347826087	0.6390532544378699	0.5609756097560976	47.325
4160	YEZ_N-21	0	4	0.481651376146789	0.621301775147929	0.5609756097560976	46.924528301886795
4161	YEZ_N-20	0	1	0.5780346820809249	0.591715976331361	0.4146341463414634	42.8
4162	YEZ_N-23	1	2	0.5923566878980892	0.5502958579881657	0.5121951219512195	45.86666666666667
4163	YEZ_N-22	0	5	0.47085201793721976	0.621301775147929	0.3902439024390244	50.583333333333336
4164	YEZ_N-3	1	2	0.3450479233226837	0.6390532544378699	0.5609756097560976	49.025
4165	YEZ_N-24	0	6	0.4491525423728814	0.6272189349112426	0.36585365853658536	59.3
4166	YEZ_N-36	1	1	0.3896551724137931	0.6686390532544378	0.5609756097560976	50.225
4167	YEZ_N-35	0	1	0.5764705882352941	0.5798816568047337	0.3902439024390244	44.7
4168	YEZ_N-42	0	3	0.38235294117647056	0.6153846153846154	0.36585365853658536	73.50980392156863
4169	YEZ_N-41	0	4	0.5494505494505495	0.591715976331361	0.04878048780487805	50.25
4170	YEZ_N-40	1	2	0.44583333333333336	0.6331360946745562	0.5609756097560976	47.166666666666664
4171	YEZ_N-39	0	4	0.40540540540540543	0.621301775147929	0.34146341463414637	44.86666666666667
4172	YEZ_N-44	0	1	0.5351351351351351	0.5857988165680473	0.5609756097560976	32.734693877551024
4173	YEZ_N-43	0	5	0.3711340206185567	0.6390532544378699	0.5609756097560976	53.108695652173914
4174	YEZ_N-29	0	7	0.48847926267281105	0.6272189349112426	0.21951219512195122	49.55
4175	YEZ_N-30	0	1	0.5460122699386503	0.5266272189349113	0.5121951219512195	34.30434782608695
4176	YEZ_N-31	0	1	0.5976331360946746	0.5976331360946746	0.6341463414634146	34.42857142857143
4177	YEZ_N-32	0	5	0.5555555555555556	0.621301775147929	0.4634146341463415	41.23809523809524
4178	YEZ_N-25	0	2	0.41767068273092367	0.6153846153846154	0.4634146341463415	63.96551724137931
4179	YEZ_N-26	0	1	0.550561797752809	0.5798816568047337	0.5121951219512195	47.595238095238095
4180	YEZ_N-27	0	3	0.4608695652173913	0.6272189349112426	0.4634146341463415	51.175
4181	YEZ_N-28	0	0	0.5886524822695035	0.4911242603550296	0.4146341463414634	36.72222222222222
4182	YEZ_N-4	0	3	0.4520547945205479	0.5857988165680473	0.5609756097560976	46.32142857142857
4183	YEZ_N-33	0	4	0.5226130653266332	0.6153846153846154	0.5609756097560976	41.59090909090909
4184	YEZ_N-34	0	2	0.40707964601769914	0.5443786982248521	0.04878048780487805	52.714285714285715
4185	YEZ_N-45	0	5	0.5611111111111111	0.5976331360946746	0.2682926829268293	44.62162162162162
4186	YEZ_N-46	1	2	0.4166666666666667	0.621301775147929	0.5609756097560976	43.04651162790697
4187	YEZ_N-38	0	2	0.5257731958762887	0.6035502958579881	0.5609756097560976	45.53703703703704
4188	YEZ_N-37	0	2	0.6	0.4970414201183432	0.5121951219512195	25.96969696969697
4189	YEZ_BA8	1	4	0.5245098039215687	0.6331360946745562	0.5853658536585366	35.38297872340426
4190	YEZ_BA7	0	5	0.46551724137931033	0.6390532544378699	0.4146341463414634	49.1578947368421
4191	YEZ_BA6	0	1	0.5591397849462365	0.6153846153846154	0.4634146341463415	38.75
4192	YEZ_BA5	0	1	0.5647058823529412	0.5680473372781065	0.5609756097560976	37.91228070175438
4193	YEZ_BA11	0	2	0.5614035087719298	0.5680473372781065	0.5121951219512195	47.44
4194	YEZ_BA12	0	2	0.5508021390374331	0.6094674556213018	0.5121951219512195	43.25
4195	YEZ_BA1	0	4	0.3741496598639456	0.650887573964497	0.5609756097560976	53.351851851851855
4196	YEZ_BA10	0	4	0.4541832669322709	0.6745562130177515	0.36585365853658536	63.24
4197	YEZ_BA16	0	10	0.4385245901639344	0.6331360946745562	0.5853658536585366	42.39655172413793
4198	YEZ_BA17	0	2	0.6024096385542169	0.591715976331361	0.34146341463414637	42.35294117647059
4199	YEZ_BA13	1	1	0.5502645502645502	0.6153846153846154	0.5609756097560976	39.680851063829785
4200	YEZ_BA15	0	1	0.3942652329749104	0.650887573964497	0.4634146341463415	47.13513513513514
4201	YEZ_BA18	0	4	0.35081967213114756	0.6331360946745562	0.4146341463414634	78.97058823529412
4202	YEZ_BA19	0	5	0.4457831325301205	0.6568047337278107	0.5121951219512195	40.666666666666664
4203	YEZ_BA21	1	2	0.5714285714285714	0.591715976331361	0.5609756097560976	37.06818181818182
4204	YEZ_BA22	0	2	0.42448979591836733	0.6153846153846154	0.5121951219512195	42.75
4205	YEZ_BA2	0	8	0.52	0.6153846153846154	0.4634146341463415	39.421052631578945
4206	YEZ_BA20	0	2	0.48148148148148145	0.6153846153846154	0.5609756097560976	56.78260869565217
4207	YEZ_BA3	0	4	0.46846846846846846	0.6153846153846154	0.5121951219512195	45.57142857142857
4208	YEZ_BA4	0	2	0.4953271028037383	0.6272189349112426	0.5121951219512195	45.333333333333336
4209	SZAXPI003409-8	1	10	0.36633663366336633	0.6568047337278107	0.5121951219512195	46.46987951807229
4210	SZAXPI003410-3	0	14	0.41263940520446096	0.6568047337278107	0.2682926829268293	43.88709677419355
4211	SZAXPI003411-6	1	8	0.4435146443514644	0.6272189349112426	0.4634146341463415	40.88405797101449
4212	SZAXPI003412-1	0	15	0.4409448818897638	0.6627218934911243	0.36585365853658536	45.6025641025641
4213	SZAXPI003413-4	1	9	0.5186915887850467	0.6568047337278107	0.5609756097560976	44.15384615384615
4214	SZAXPI003414-3	0	7	0.424	0.6272189349112426	0.36585365853658536	52.282051282051285
4215	SZAXPI003415-12	0	10	0.37542662116040953	0.650887573964497	0.3170731707317073	49.53703703703704
4216	SZAXPI003416-4	0	11	0.47844827586206895	0.6568047337278107	0.0975609756097561	53.61290322580645
4217	SZAXPI003417-4	1	7	0.3737024221453287	0.6390532544378699	0.5121951219512195	55.45454545454545
4218	SZAXPI003418-8	0	16	0.34276729559748426	0.6449704142011834	0.5853658536585366	57.97222222222222
4219	SZAXPI003419-6	1	5	0.5380710659898477	0.6272189349112426	0.3170731707317073	51.513513513513516
4220	SZAXPI003420-4	0	11	0.45652173913043476	0.621301775147929	0.5121951219512195	46.875
4221	SZAXPI003421-5	1	3	0.41605839416058393	0.6745562130177515	0.5609756097560976	50.66129032258065
4222	SZAXPI003422-11	1	19	0.36129032258064514	0.6627218934911243	0.5121951219512195	62.45918367346939
4223	SZAXPI003423-8	0	13	0.4759825327510917	0.6449704142011834	0.36585365853658536	45.229166666666664
4224	SZAXPI003424-12	1	18	0.46835443037974683	0.6568047337278107	0.3170731707317073	44.90384615384615
4225	SZAXPI003425-1	0	9	0.3900709219858156	0.650887573964497	0.0975609756097561	52.97826086956522
4226	SZAXPI003426-11	1	10	0.3654485049833887	0.650887573964497	0.5121951219512195	49.707317073170735
4227	SZAXPI003427-1	0	7	0.4409448818897638	0.6627218934911243	0.5365853658536586	53.07272727272727
4228	SZAXPI003428-6	0	3	0.39636363636363636	0.6449704142011834	0.12195121951219512	63.77777777777778
4229	SZAXPI003429-3	1	10	0.47435897435897434	0.6568047337278107	0.4634146341463415	52.54237288135593
4230	SZAXPI003430-5	0	3	0.5	0.6153846153846154	0.0975609756097561	52.92
4231	SZAXPI003431-1	0	10	0.4346153846153846	0.6686390532544378	0.4146341463414634	47.375
4232	SZAXPI003432-12	0	5	0.35664335664335667	0.6035502958579881	0.36585365853658536	46.08571428571429
4233	SZAXPI003433-7	0	9	0.4745762711864407	0.6627218934911243	0.4634146341463415	52.67272727272727
4234	SZAXPI003434-7	0	13	0.4197080291970803	0.6804733727810651	0.4146341463414634	51.28333333333333
4235	SZAXPI003435-11	1	15	0.44715447154471544	0.650887573964497	0.6341463414634146	42.06172839506173
4236	SZAXPI003436-7	1	8	0.4523809523809524	0.6745562130177515	0.36585365853658536	43.175
4237	SZAXPI003437-3	1	17	0.3870967741935484	0.6390532544378699	0.4878048780487805	36.97142857142857
4238	SZAXPI015209-133	1	5	0.5	0.5976331360946746	0.5121951219512195	44.40425531914894
4239	SZAXPI015210-17	1	6	0.43137254901960786	0.650887573964497	0.5609756097560976	53.50847457627118
4240	SZAXPI015211-166	1	14	0.4351145038167939	0.6745562130177515	0.4146341463414634	50.20967741935484
4241	SZAXPI015212-113	1	11	0.3848797250859107	0.6627218934911243	0.36585365853658536	57.645161290322584
4242	SZAXPI015213-15	0	7	0.43373493975903615	0.6390532544378699	0.4146341463414634	51.4
4243	SZAXPI015214-19	0	16	0.40298507462686567	0.6390532544378699	0.21951219512195122	49.482142857142854
4244	SZAXPI015215-20	1	6	0.46255506607929514	0.621301775147929	0.6341463414634146	45.61333333333334
4245	SZAXPI015216-169	0	12	0.5252525252525253	0.6153846153846154	0.4634146341463415	39.114285714285714
4246	SZAXPI015217-140	1	7	0.48148148148148145	0.6153846153846154	0.2926829268292683	34.23529411764706
4247	SZAXPI015218-16	1	10	0.4954954954954955	0.650887573964497	0.5121951219512195	38.725
4248	SZAXPI015219-129	0	7	0.3897058823529412	0.6272189349112426	0.2682926829268293	55.17948717948718
4249	SZAXPI015220-136	1	5	0.5112359550561798	0.5384615384615384	0.5609756097560976	34.38095238095238
4250	SZAXPI015221-142	1	10	0.5023696682464455	0.6272189349112426	0.36585365853658536	48.48529411764706
4251	SZAXPI015222-123	0	10	0.4824561403508772	0.650887573964497	0.5609756097560976	45.01470588235294
4252	SZAXPI015223-158	1	6	0.5257731958762887	0.6035502958579881	0.4634146341463415	41.815384615384616
4253	SZAXPI015224-13	1	9	0.4583333333333333	0.650887573964497	0.4146341463414634	47.016129032258064
4254	SZAXPI015225-18	1	8	0.4574898785425101	0.6686390532544378	0.4146341463414634	44.291666666666664
4255	SZAXPI015226-14	0	10	0.4296875	0.650887573964497	0.6341463414634146	50.30263157894737
4256	SZAXPI015227-13	1	7	0.3978102189781022	0.6449704142011834	0.5609756097560976	50.666666666666664
4257	SZAXPI015228-14	0	8	0.5	0.6449704142011834	0.4634146341463415	53.48780487804878
4258	SZAXPI015229-15	0	4	0.33774834437086093	0.6035502958579881	0.0	74.31818181818181
4259	SZAXPI015230-16	1	6	0.533678756476684	0.6094674556213018	0.5609756097560976	48.39655172413793
4260	SZAXPI015231-17	1	3	0.42857142857142855	0.6568047337278107	0.4634146341463415	54.264150943396224
4261	SZAXPI015232-18	0	8	0.3719298245614035	0.6272189349112426	0.0	66.375
